,state,begin,end,poll_time,poll_date,week,day_of_week,pollster,method,vtype,n_obs,clinton,trump,both,other,poll_type,p_clinton,n_clinton,n_respondents
184,georgia,2016-05-05,2016-05-05,0,2016-05-05,18,3,Landmark (R)/Rosetta Stone/WSB-TV,IVR/Online,Likely Voters,570.0,41.0,42.0,83.0,0.0,0,0.4939759036144578,233.7,473.1
188,hawaii,2016-10-27,2016-11-02,6,2016-10-30,43,6,SurveyMonkey,Internet,Likely Voters,424.0,52.0,31.0,83.0,0.0,0,0.6265060240963856,220.48,351.92
189,hawaii,2016-10-23,2016-10-29,6,2016-10-26,43,2,UPI/CVOTER,Internet,Likely Voters,310.0,64.0,33.0,97.0,0.0,0,0.6597938144329897,198.4,300.7
190,hawaii,2016-10-18,2016-10-26,8,2016-10-22,42,5,SurveyMonkey,Internet,Likely Voters,504.0,49.0,33.0,82.0,0.0,0,0.5975609756097561,246.96,413.28
191,hawaii,2016-08-09,2016-09-01,23,2016-08-20,33,5,WashPost/SurveyMonkey,Internet,Registered Voters,546.0,58.0,28.0,86.0,0.0,1,0.6744186046511628,316.68,469.56
193,idaho,2016-10-27,2016-11-02,6,2016-10-30,43,6,SurveyMonkey,Internet,Likely Voters,442.0,30.0,49.0,79.0,20.0,0,0.379746835443038,132.6,349.18
194,idaho,2016-10-23,2016-10-29,6,2016-10-26,43,2,UPI/CVOTER,Internet,Likely Voters,318.0,34.0,61.0,95.0,0.0,0,0.35789473684210527,108.12,302.1
195,idaho,2016-10-18,2016-10-26,8,2016-10-22,42,5,SurveyMonkey,Internet,Likely Voters,500.0,29.0,49.0,78.0,19.0,0,0.3717948717948718,145.0,390.0
196,idaho,2016-10-23,2016-10-24,1,2016-10-23,42,6,Rasmussen/Heat Street,IVR/Online,Likely Voters,750.0,29.0,48.0,77.0,18.0,0,0.37662337662337664,217.5,577.5
197,idaho,2016-09-16,2016-10-06,20,2016-09-26,39,0,Ipsos/Reuters,Internet,Likely Voters,320.0,31.0,55.0,86.0,0.0,0,0.36046511627906974,99.2,275.2
198,idaho,2016-08-26,2016-09-15,20,2016-09-05,36,0,Ipsos/Reuters,Internet,Likely Voters,261.0,32.0,56.0,88.0,0.0,0,0.36363636363636365,83.52,229.68
199,idaho,2016-08-09,2016-09-01,23,2016-08-20,33,5,WashPost/SurveyMonkey,Internet,Registered Voters,716.0,34.0,53.0,87.0,0.0,1,0.39080459770114945,243.44,622.92
201,idaho,2016-07-05,2016-07-16,11,2016-07-10,27,6,Dan Jones & Associates/IdahoPoliticsWeekly.com,Live Phone,Likely Voters,601.0,23.0,44.0,67.0,22.0,0,0.34328358208955223,138.23,402.67
202,illinois,2016-10-27,2016-11-02,6,2016-10-30,43,6,SurveyMonkey,Internet,Likely Voters,997.0,53.0,36.0,89.0,9.0,0,0.5955056179775281,528.41,887.33
203,illinois,2016-10-23,2016-10-29,6,2016-10-26,43,2,UPI/CVOTER,Internet,Likely Voters,387.0,56.0,41.0,97.0,4.0,0,0.5773195876288659,216.72,375.39
204,illinois,2016-10-26,2016-10-27,1,2016-10-26,43,2,Loras College,Live Phone,Likely Voters,600.0,48.0,37.0,85.0,6.0,0,0.5647058823529412,288.0,510.0
206,illinois,2016-10-07,2016-10-27,20,2016-10-17,42,0,Ipsos/Reuters,Internet,Likely Voters,591.0,56.0,35.0,91.0,0.0,0,0.6153846153846154,330.96,537.81
207,illinois,2016-10-18,2016-10-26,8,2016-10-22,42,5,SurveyMonkey,Internet,Likely Voters,1274.0,52.0,34.0,86.0,12.0,0,0.6046511627906976,662.48,1095.64
208,illinois,2016-10-16,2016-10-18,2,2016-10-17,42,0,Victory Research,Live Phone,Likely Voters,1200.0,51.0,36.0,87.0,8.0,0,0.5862068965517241,612.0,1044.0
209,illinois,2016-09-16,2016-10-06,20,2016-09-26,39,0,Ipsos/Reuters,Internet,Likely Voters,873.0,57.0,31.0,88.0,0.0,0,0.6477272727272727,497.61,768.24
210,illinois,2016-09-27,2016-10-02,5,2016-09-29,39,3,Southern Illinois University,Live Phone,Likely Voters,865.0,53.0,28.0,81.0,10.0,0,0.654320987654321,458.45,700.65
211,illinois,2016-09-21,2016-09-24,3,2016-09-22,38,3,Victory Research,Live Phone,Likely Voters,1200.0,49.0,35.0,84.0,5.0,0,0.5833333333333334,588.0,1008.0
212,illinois,2016-09-13,2016-09-16,3,2016-09-14,37,2,Loras College,Live Phone,Likely Voters,600.0,47.0,33.0,80.0,9.0,0,0.5875,282.0,480.0
214,illinois,2016-08-26,2016-09-15,20,2016-09-05,36,0,Ipsos/Reuters,Internet,Likely Voters,615.0,51.0,36.0,87.0,0.0,0,0.5862068965517241,313.65,535.05
215,illinois,2016-08-09,2016-09-01,23,2016-08-20,33,5,WashPost/SurveyMonkey,Internet,Registered Voters,2599.0,53.0,38.0,91.0,0.0,1,0.5824175824175825,1377.47,2365.09
217,illinois,2016-08-01,2016-08-04,3,2016-08-02,31,1,"Normington, Petts & Associates (D-Duckworth)",Live Phone,Likely Voters,800.0,51.0,32.0,83.0,0.0,0,0.6144578313253012,408.0,664.0
218,illinois,2016-07-14,2016-07-16,2,2016-07-15,28,4,Victory Research,Live Phone,Likely Voters,1200.0,51.0,34.0,85.0,11.0,0,0.6,612.0,1020.0
221,indiana,2016-10-27,2016-11-02,6,2016-10-30,43,6,SurveyMonkey,Internet,Likely Voters,790.0,36.0,51.0,87.0,10.0,0,0.41379310344827586,284.4,687.3
222,indiana,2016-10-27,2016-10-30,3,2016-10-28,43,4,Monmouth University,Live Phone,Likely Voters,402.0,39.0,50.0,89.0,6.0,0,0.43820224719101125,156.78,357.78
223,indiana,2016-10-23,2016-10-29,6,2016-10-26,43,2,UPI/CVOTER,Internet,Likely Voters,332.0,42.0,54.0,96.0,4.0,0,0.4375,139.44,318.72
224,indiana,2016-10-07,2016-10-27,20,2016-10-17,42,0,Ipsos/Reuters,Internet,Likely Voters,555.0,39.0,54.0,93.0,0.0,0,0.41935483870967744,216.45,516.15
225,indiana,2016-10-18,2016-10-26,8,2016-10-22,42,5,SurveyMonkey,Internet,Likely Voters,784.0,35.0,50.0,85.0,12.0,0,0.4117647058823529,274.4,666.4
226,indiana,2016-10-22,2016-10-24,2,2016-10-23,42,6,Gravis Marketing,Internet,Registered Voters,596.0,38.0,49.0,87.0,5.0,1,0.4367816091954023,226.48,518.52
227,indiana,2016-10-10,2016-10-16,6,2016-10-13,41,3,WISH-TV/Ball State ,Live Phone,Likely Voters,544.0,37.0,43.0,80.0,10.0,0,0.4625,201.28,435.2
229,indiana,2016-10-11,2016-10-13,2,2016-10-12,41,2,Monmouth University,Live Phone,Likely Voters,402.0,41.0,45.0,86.0,10.0,0,0.47674418604651164,164.82,345.72
230,indiana,2016-10-07,2016-10-10,3,2016-10-08,40,5,Lucid/The Times-Picayune,Internet,Likely Voters,1123.0,37.0,43.0,80.0,13.0,0,0.4625,415.51,898.4
231,indiana,2016-09-16,2016-10-06,20,2016-09-26,39,0,Ipsos/Reuters,Internet,Likely Voters,844.0,37.0,50.0,87.0,0.0,0,0.42528735632183906,312.28,734.28
232,indiana,2016-08-26,2016-09-15,20,2016-09-05,36,0,Ipsos/Reuters,Internet,Likely Voters,709.0,33.0,53.0,86.0,0.0,0,0.38372093023255816,233.97,609.74
233,indiana,2016-08-09,2016-09-01,23,2016-08-20,33,5,WashPost/SurveyMonkey,Internet,Registered Voters,2294.0,37.0,52.0,89.0,0.0,1,0.4157303370786517,848.78,2041.66
235,indiana,2016-08-13,2016-08-16,3,2016-08-14,32,6,Monmouth University,Live Phone,Likely Voters,403.0,36.0,47.0,83.0,11.0,0,0.43373493975903615,145.08,334.49
236,indiana,2016-04-26,2016-04-28,2,2016-04-27,17,2,NBC/WSJ/Marist,Live Phone,Registered Voters,2149.0,41.0,48.0,89.0,0.0,1,0.4606741573033708,881.09,1912.61
237,indiana,2016-04-18,2016-04-21,3,2016-04-19,16,1,POS (R)/HPI/WTHR,Live Phone,Likely Voters,500.0,39.0,47.0,86.0,0.0,0,0.45348837209302323,195.0,430.0
238,iowa,2016-10-27,2016-11-02,6,2016-10-30,43,6,SurveyMonkey,Internet,Likely Voters,1226.0,37.0,47.0,84.0,15.0,0,0.44047619047619047,453.62,1029.84
239,iowa,2016-10-23,2016-10-29,6,2016-10-26,43,2,UPI/CVOTER,Internet,Likely Voters,329.0,48.0,48.0,96.0,4.0,0,0.5,157.92,315.84
240,iowa,2016-10-07,2016-10-27,20,2016-10-17,42,0,Ipsos/Reuters,Internet,Likely Voters,547.0,44.0,42.0,86.0,0.0,0,0.5116279069767442,240.68,470.42
241,iowa,2016-10-20,2016-10-26,6,2016-10-23,42,6,Quinnipiac,Live Phone,Likely Voters,791.0,44.0,44.0,88.0,6.0,0,0.5,348.04,696.08
243,iowa,2016-10-18,2016-10-26,8,2016-10-22,42,5,SurveyMonkey,Internet,Likely Voters,1337.0,41.0,44.0,85.0,14.0,0,0.4823529411764706,548.17,1136.45
244,iowa,2016-10-08,2016-10-16,8,2016-10-12,41,2,WashPost/SurveyMonkey,Internet,Likely Voters,1135.0,44.0,49.0,93.0,0.0,0,0.4731182795698925,499.4,1055.55
246,iowa,2016-10-07,2016-10-10,3,2016-10-08,40,5,Lucid/The Times-Picayune,Internet,Likely Voters,917.0,41.0,37.0,78.0,12.0,0,0.5256410256410257,375.97,715.26
247,iowa,2016-10-03,2016-10-06,3,2016-10-04,40,1,Des Moines Register/Mediacom/Selzer,Live Phone,Likely Voters,642.0,39.0,43.0,82.0,10.0,0,0.47560975609756095,250.38,526.44
248,iowa,2016-09-16,2016-10-06,20,2016-09-26,39,0,Ipsos/Reuters,Internet,Likely Voters,528.0,44.0,46.0,90.0,0.0,0,0.4888888888888889,232.32,475.2
249,iowa,2016-09-20,2016-09-22,2,2016-09-21,38,2,Loras College,Live Phone,Likely Voters,491.0,42.0,42.0,84.0,6.0,0,0.5,206.22,412.44
251,iowa,2016-09-13,2016-09-21,8,2016-09-17,37,5,Quinnipiac,Live Phone,Likely Voters,612.0,37.0,44.0,81.0,12.0,0,0.4567901234567901,226.44,495.72
253,iowa,2016-08-26,2016-09-15,20,2016-09-05,36,0,Ipsos/Reuters,Internet,Likely Voters,510.0,41.0,49.0,90.0,0.0,0,0.45555555555555555,209.1,459.0
254,iowa,2016-09-12,2016-09-14,2,2016-09-13,37,1,Monmouth University,Live Phone,Likely Voters,404.0,37.0,45.0,82.0,12.0,0,0.45121951219512196,149.48,331.28
255,iowa,2016-09-06,2016-09-08,2,2016-09-07,36,2,RABA Research/Simpson,IVR/Online,Likely Voters,1054.0,39.0,40.0,79.0,13.0,0,0.4936708860759494,411.06,832.66
257,iowa,2016-08-09,2016-09-01,23,2016-08-20,33,5,WashPost/SurveyMonkey,Internet,Registered Voters,1875.0,42.0,46.0,88.0,0.0,1,0.4772727272727273,787.5,1650.0
259,iowa,2016-08-30,2016-08-31,1,2016-08-30,35,1,PPP (D-Constitutional Responsibility Project),IVR/Online,Likely Voters,827.0,45.0,43.0,88.0,0.0,0,0.5113636363636364,372.15,727.76
260,iowa,2016-08-17,2016-08-19,2,2016-08-18,33,3,CBS/YouGov,Internet,Likely Voters,987.0,40.0,40.0,80.0,13.0,0,0.5,394.8,789.6
261,iowa,2016-08-09,2016-08-16,7,2016-08-12,32,4,Quinnipiac,Live Phone,Likely Voters,846.0,47.0,44.0,91.0,4.0,0,0.5164835164835165,397.62,769.86
263,iowa,2016-08-08,2016-08-10,2,2016-08-09,32,1,Suffolk,Live Phone,Likely Voters,500.0,40.0,41.0,81.0,0.0,0,0.49382716049382713,200.0,405.0
265,iowa,2016-08-03,2016-08-07,4,2016-08-05,31,4,NBC/WSJ/Marist,Live Phone,Registered Voters,899.0,41.0,37.0,78.0,13.0,1,0.5256410256410257,368.59,701.22
267,iowa,2016-07-13,2016-07-15,2,2016-07-14,28,3,CBS/YouGov,Internet,Likely Voters,998.0,39.0,40.0,79.0,12.0,0,0.4936708860759494,389.22,788.42
268,iowa,2016-07-08,2016-07-11,3,2016-07-09,27,5,Monmouth University,Live Phone,Likely Voters,401.0,42.0,44.0,86.0,9.0,0,0.4883720930232558,168.42,344.86
269,iowa,2016-07-05,2016-07-10,5,2016-07-07,27,3,NBC/WSJ/Marist,Live Phone,Registered Voters,822.0,42.0,39.0,81.0,10.0,1,0.5185185185185185,345.24,665.82
270,iowa,2016-07-07,2016-07-08,1,2016-07-07,27,3,Gravis Marketing,Automated Phone,Registered Voters,1318.0,42.0,40.0,82.0,18.0,1,0.5121951219512195,553.56,1080.76
272,iowa,2016-06-24,2016-06-28,4,2016-06-26,25,6,Loras College,Live Phone,Likely Voters,600.0,48.0,34.0,82.0,4.0,0,0.5853658536585366,288.0,492.0
274,iowa,2016-06-22,2016-06-23,1,2016-06-22,25,2,PPP (D-Americans United for Change/Constitutional Responsibility Project) ,IVR/Online,Likely Voters,897.0,41.0,39.0,80.0,0.0,0,0.5125,367.77,717.6
275,iowa,2016-06-09,2016-06-13,4,2016-06-11,23,5,PPP (D-Constitutional Responsibility Project),Automated Phone,Likely Voters,630.0,44.0,41.0,85.0,0.0,0,0.5176470588235295,277.2,535.5
283,kansas,2016-10-27,2016-11-02,6,2016-10-30,43,6,SurveyMonkey,Internet,Likely Voters,1123.0,37.0,48.0,85.0,13.0,0,0.43529411764705883,415.51,954.55
284,kansas,2016-10-26,2016-10-30,4,2016-10-28,43,4,SurveyUSA/KSN News,IVR/Online,Likely Voters,624.0,38.0,49.0,87.0,8.0,0,0.4367816091954023,237.12,542.88
285,kansas,2016-10-23,2016-10-29,6,2016-10-26,43,2,UPI/CVOTER,Internet,Likely Voters,328.0,39.0,56.0,95.0,5.0,0,0.4105263157894737,127.92,311.6
286,kansas,2016-10-07,2016-10-27,20,2016-10-17,42,0,Ipsos/Reuters,Internet,Likely Voters,474.0,38.0,52.0,90.0,0.0,0,0.4222222222222222,180.12,426.6
287,kansas,2016-10-18,2016-10-26,8,2016-10-22,42,5,SurveyMonkey,Internet,Likely Voters,1842.0,36.0,48.0,84.0,13.0,0,0.42857142857142855,663.12,1547.28
288,kansas,2016-10-11,2016-10-15,4,2016-10-13,41,3,SurveyUSA/KSN News,IVR/Online,Likely Voters,581.0,36.0,47.0,83.0,9.0,0,0.43373493975903615,209.16,482.23
289,kansas,2016-09-16,2016-10-06,20,2016-09-26,39,0,Ipsos/Reuters,Internet,Likely Voters,556.0,35.0,55.0,90.0,0.0,0,0.3888888888888889,194.6,500.4
290,kansas,2016-08-26,2016-09-15,20,2016-09-05,36,0,Ipsos/Reuters,Internet,Likely Voters,459.0,39.0,49.0,88.0,0.0,0,0.4431818181818182,179.01,403.92
291,kansas,2016-09-06,2016-09-11,5,2016-09-08,36,3,SurveyUSA/KSN News,IVR/Online,Likely Voters,595.0,36.0,48.0,84.0,10.0,0,0.42857142857142855,214.2,499.8
292,kansas,2016-08-09,2016-09-01,23,2016-08-20,33,5,WashPost/SurveyMonkey,Internet,Registered Voters,741.0,37.0,49.0,86.0,0.0,1,0.43023255813953487,274.17,637.26
294,kansas,2016-08-03,2016-08-07,4,2016-08-05,31,4,SurveyUSA/KSN News,IVR/Live Phone,Likely Voters,566.0,39.0,44.0,83.0,8.0,0,0.46987951807228917,220.74,469.78
295,kansas,2016-07-11,2016-07-21,10,2016-07-16,28,5,Fort Hays State University/Kansas Newspapers,Live Phone,Likely Voters,542.0,27.0,44.0,71.0,13.0,0,0.38028169014084506,146.34,384.82
296,kansas,2016-07-08,2016-07-11,3,2016-07-09,27,5,SurveyUSA/KSN News,IVR/Live Phone,Likely Voters,559.0,36.0,47.0,83.0,8.0,0,0.43373493975903615,201.24,463.97
297,kansas,2016-06-04,2016-06-06,2,2016-06-05,22,6,Zogby/Kansas Health Foundation,IVR/Live Phone,Registered Voters,433.0,43.0,36.0,79.0,0.0,1,0.5443037974683544,186.19,342.07
299,kentucky,2016-10-27,2016-11-02,6,2016-10-30,43,6,SurveyMonkey,Internet,Likely Voters,635.0,35.0,56.0,91.0,0.0,0,0.38461538461538464,222.25,577.85
300,kentucky,2016-10-23,2016-10-29,6,2016-10-26,43,2,UPI/CVOTER,Internet,Likely Voters,324.0,37.0,59.0,96.0,0.0,0,0.3854166666666667,119.88,311.04
301,kentucky,2016-10-26,2016-10-28,2,2016-10-27,43,3,Cygnal (RunSwitch PR),Live Phone,Likely Voters,811.0,32.0,56.0,88.0,0.0,0,0.36363636363636365,259.52,713.68
302,kentucky,2016-10-07,2016-10-27,20,2016-10-17,42,0,Ipsos/Reuters,Internet,Likely Voters,838.0,38.0,56.0,94.0,0.0,0,0.40425531914893614,318.44,787.72
303,kentucky,2016-10-18,2016-10-26,8,2016-10-22,42,5,SurveyMonkey,Internet,Likely Voters,426.0,29.0,60.0,89.0,0.0,0,0.3258426966292135,123.54,379.14
304,kentucky,2016-09-16,2016-10-06,20,2016-09-26,39,0,Ipsos/Reuters,Internet,Likely Voters,627.0,37.0,57.0,94.0,0.0,0,0.39361702127659576,231.99,589.38
305,kentucky,2016-08-26,2016-09-15,20,2016-09-05,36,0,Ipsos/Reuters,Internet,Likely Voters,716.0,35.0,54.0,89.0,0.0,0,0.39325842696629215,250.6,637.24
306,kentucky,2016-08-09,2016-09-01,23,2016-08-20,33,5,WashPost/SurveyMonkey,Internet,Registered Voters,732.0,34.0,57.0,91.0,0.0,1,0.37362637362637363,248.88,666.12
309,louisiana,2016-10-27,2016-11-02,6,2016-10-30,43,6,SurveyMonkey,Internet,Likely Voters,546.0,37.0,51.0,88.0,8.0,0,0.42045454545454547,202.02,480.48
310,louisiana,2016-10-23,2016-10-29,6,2016-10-26,43,2,UPI/CVOTER,Internet,Likely Voters,316.0,40.0,56.0,96.0,4.0,0,0.4166666666666667,126.4,303.36
311,louisiana,2016-10-07,2016-10-27,20,2016-10-17,42,0,Ipsos/Reuters,Internet,Likely Voters,934.0,34.0,53.0,87.0,0.0,0,0.39080459770114945,317.56,812.58
312,louisiana,2016-10-18,2016-10-26,8,2016-10-22,42,5,SurveyMonkey,Internet,Likely Voters,435.0,38.0,53.0,91.0,7.0,0,0.4175824175824176,165.3,395.85
313,louisiana,2016-10-19,2016-10-21,2,2016-10-20,42,3,Southern Media/Opinion Research,Live Phone,Likely Voters,500.0,35.0,50.0,85.0,7.0,0,0.4117647058823529,175.0,425.0
314,louisiana,2016-10-15,2016-10-21,6,2016-10-18,42,1,Lucid/The Times-Picayune,Internet,Likely Voters,614.0,40.0,43.0,83.0,10.0,0,0.4819277108433735,245.6,509.62
315,louisiana,2016-10-15,2016-10-21,6,2016-10-18,42,1,University of New Orleans ,Live Phone,Likely Voters,603.0,35.0,49.0,84.0,10.0,0,0.4166666666666667,211.05,506.52
316,louisiana,2016-10-17,2016-10-19,2,2016-10-18,42,1,Mason-Dixon/FOX 8/Raycom,Live Phone,Likely Voters,625.0,34.0,54.0,88.0,3.0,0,0.38636363636363635,212.5,550.0
317,louisiana,2016-10-11,2016-10-15,4,2016-10-13,41,3,JMC Analytics (R-Fleming),IVR/Live Phone,Likely Voters,800.0,38.0,45.0,83.0,5.0,0,0.4578313253012048,304.0,664.0
318,louisiana,2016-09-16,2016-10-06,20,2016-09-26,39,0,Ipsos/Reuters,Internet,Likely Voters,631.0,36.0,51.0,87.0,0.0,0,0.41379310344827586,227.16,548.97
319,louisiana,2016-09-22,2016-09-24,2,2016-09-23,38,4,JMC Analytics (R),IVR/Live Phone,Likely Voters,905.0,35.0,45.0,80.0,8.0,0,0.4375,316.75,724.0
320,louisiana,2016-09-15,2016-09-17,2,2016-09-16,37,4,Southern Media/Opinion Research,Live Phone,Likely Voters,500.0,33.0,49.0,82.0,8.0,0,0.4024390243902439,165.0,410.0
321,louisiana,2016-08-26,2016-09-15,20,2016-09-05,36,0,Ipsos/Reuters,Internet,Likely Voters,511.0,34.0,54.0,88.0,0.0,0,0.38636363636363635,173.74,449.68
322,louisiana,2016-08-29,2016-09-01,3,2016-08-30,35,1,Anzalone (D-Democrats For Education Reform),Live Phone,Likely Voters,605.0,40.0,46.0,86.0,8.0,0,0.46511627906976744,242.0,520.3
323,louisiana,2016-08-09,2016-09-01,23,2016-08-20,33,5,WashPost/SurveyMonkey,Internet,Registered Voters,871.0,38.0,53.0,91.0,0.0,1,0.4175824175824176,330.98,792.61
325,louisiana,2016-05-05,2016-05-06,1,2016-05-05,18,3,JMC Analytics (R),Automated Phone,Likely Voters,624.0,36.0,52.0,88.0,4.0,0,0.4090909090909091,224.64,549.12
327,maine,2016-10-27,2016-11-02,6,2016-10-30,43,6,SurveyMonkey,Internet,Likely Voters,529.0,47.0,38.0,85.0,5.0,0,0.5529411764705883,248.63,449.65
328,maine,2016-10-23,2016-10-29,6,2016-10-26,43,2,UPI/CVOTER,Internet,Likely Voters,312.0,54.0,43.0,97.0,3.0,0,0.5567010309278351,168.48,302.64
329,maine,2016-10-07,2016-10-27,20,2016-10-17,42,0,Ipsos/Reuters,Internet,Likely Voters,274.0,46.0,39.0,85.0,0.0,0,0.5411764705882353,126.04,232.9
330,maine,2016-10-24,2016-10-26,2,2016-10-25,43,1,MPRC,IVR/Online,Likely Voters,812.0,47.0,40.0,87.0,0.0,0,0.5402298850574713,381.64,706.44
332,maine,2016-10-18,2016-10-26,8,2016-10-22,42,5,SurveyMonkey,Internet,Likely Voters,410.0,52.0,35.0,87.0,4.0,0,0.5977011494252874,213.2,356.7
333,maine,2016-10-20,2016-10-25,5,2016-10-22,42,5,UNH/Portland Press Herald/Maine Sunday Telegram,Live Phone,Likely Voters,646.0,48.0,37.0,85.0,6.0,0,0.5647058823529412,310.08,549.1
334,maine,2016-10-14,2016-10-15,1,2016-10-14,41,4,MPRC,IVR/Online,Likely Voters,890.0,49.0,39.0,88.0,0.0,0,0.5568181818181818,436.1,783.2
336,maine,2016-10-07,2016-10-09,2,2016-10-08,40,5,MPRC,IVR/Online,Likely Voters,892.0,49.0,40.0,89.0,0.0,0,0.550561797752809,437.08,793.88
338,maine,2016-09-16,2016-10-06,20,2016-09-26,39,0,Ipsos/Reuters,Internet,Likely Voters,303.0,46.0,33.0,79.0,0.0,0,0.5822784810126582,139.38,239.37
339,maine,2016-09-15,2016-09-21,6,2016-09-18,37,6,UNH/Portland Press Herald/Maine Sunday Telegram,Live Phone,Likely Voters,513.0,42.0,37.0,79.0,15.0,0,0.5316455696202531,215.46,405.27
341,maine,2016-09-15,2016-09-17,2,2016-09-16,37,4,MPRC,IVR/Online,Likely Voters,835.0,45.0,40.0,85.0,0.0,0,0.5294117647058824,375.75,709.75
343,maine,2016-08-26,2016-09-15,20,2016-09-05,36,0,Ipsos/Reuters,Internet,Likely Voters,275.0,41.0,40.0,81.0,0.0,0,0.5061728395061729,112.75,222.75
344,maine,2016-09-04,2016-09-10,6,2016-09-07,36,2,SurveyUSA/Boston Globe/Colby College,IVR/Online,Likely Voters,779.0,42.0,39.0,81.0,5.0,0,0.5185185185185185,327.18,630.99
345,maine,2016-08-09,2016-09-01,23,2016-08-20,33,5,WashPost/SurveyMonkey,Internet,Registered Voters,715.0,47.0,39.0,86.0,0.0,1,0.5465116279069767,336.05,614.9
347,maine,2016-08-17,2016-08-20,3,2016-08-18,33,3,MPRC,IVR/Online,Likely Voters,841.0,42.0,32.0,74.0,4.0,0,0.5675675675675675,353.22,622.34
349,maine,2016-08-04,2016-08-08,4,2016-08-06,31,5,Gravis Marketing,IVR/Online,Registered Voters,2046.0,46.0,36.0,82.0,17.0,1,0.5609756097560976,941.16,1677.72
351,maine,2016-06-15,2016-06-21,6,2016-06-18,24,5,UNH/Portland Press Herald/Maine Sunday Telegram,Live Phone,Likely Voters,469.0,42.0,35.0,77.0,19.0,0,0.5454545454545454,196.98,361.13
352,maryland,2016-10-27,2016-11-02,6,2016-10-30,43,6,SurveyMonkey,Internet,Likely Voters,772.0,63.0,26.0,89.0,10.0,0,0.7078651685393258,486.36,687.08
353,maryland,2016-10-23,2016-10-29,6,2016-10-26,43,2,UPI/CVOTER,Internet,Likely Voters,330.0,58.0,38.0,96.0,4.0,0,0.6041666666666666,191.4,316.8
354,maryland,2016-10-07,2016-10-27,20,2016-10-17,42,0,Ipsos/Reuters,Internet,Likely Voters,728.0,54.0,34.0,88.0,0.0,0,0.6136363636363636,393.12,640.64
355,maryland,2016-10-18,2016-10-26,8,2016-10-22,42,5,SurveyMonkey,Internet,Likely Voters,1046.0,62.0,27.0,89.0,9.0,0,0.6966292134831461,648.52,930.94
356,maryland,2016-09-16,2016-10-06,20,2016-09-26,39,0,Ipsos/Reuters,Internet,Likely Voters,705.0,53.0,32.0,85.0,0.0,0,0.6235294117647059,373.65,599.25
357,maryland,2016-09-27,2016-09-30,3,2016-09-28,39,2,Washington Post/University of Maryland,Live Phone,Likely Voters,706.0,63.0,27.0,90.0,6.0,0,0.7,444.78,635.4
358,maryland,2016-09-17,2016-09-20,3,2016-09-18,37,6,Goucher College/Sarah T. Hughes Field Politics Center,Live Phone,Likely Voters,514.0,58.0,25.0,83.0,8.0,0,0.6987951807228916,298.12,426.62
359,maryland,2016-08-26,2016-09-15,20,2016-09-05,36,0,Ipsos/Reuters,Internet,Likely Voters,525.0,53.0,29.0,82.0,0.0,0,0.6463414634146342,278.25,430.5
360,maryland,2016-08-09,2016-09-01,23,2016-08-20,33,5,WashPost/SurveyMonkey,Internet,Registered Voters,1199.0,61.0,31.0,92.0,0.0,1,0.6630434782608695,731.39,1103.08
362,maryland,2016-08-18,2016-08-30,12,2016-08-24,34,2,Baltimore Sun/University of Baltimore/OpinionWorks,Live Phone,Likely Voters,756.0,54.0,25.0,79.0,10.0,0,0.6835443037974683,408.24,597.24
363,maryland,2016-04-15,2016-04-17,2,2016-04-16,15,5,PPP (D),IVR/Online,Likely Voters,879.0,61.0,28.0,89.0,0.0,0,0.6853932584269663,536.19,782.31
364,maryland,2016-04-05,2016-04-09,4,2016-04-07,14,3,NBC4/Marist,Live Phone,Registered Voters,2563.0,63.0,27.0,90.0,0.0,1,0.7,1614.69,2306.7
366,massachusetts,2016-10-27,2016-11-02,6,2016-10-30,43,6,SurveyMonkey,Internet,Likely Voters,878.0,57.0,29.0,86.0,11.0,0,0.6627906976744186,500.46,755.08
367,massachusetts,2016-10-23,2016-10-29,6,2016-10-26,43,2,UPI/CVOTER,Internet,Likely Voters,325.0,58.0,39.0,97.0,3.0,0,0.5979381443298969,188.5,315.25
368,massachusetts,2016-10-07,2016-10-27,20,2016-10-17,42,0,Ipsos/Reuters,Internet,Likely Voters,627.0,56.0,27.0,83.0,0.0,0,0.6746987951807228,351.12,520.41
369,massachusetts,2016-10-24,2016-10-26,2,2016-10-25,43,1,Suffolk/Boston Globe,Live Phone,Likely Voters,500.0,57.0,25.0,82.0,7.0,0,0.6951219512195121,285.0,410.0
370,massachusetts,2016-10-18,2016-10-26,8,2016-10-22,42,5,SurveyMonkey,Internet,Likely Voters,787.0,60.0,29.0,89.0,9.0,0,0.6741573033707865,472.2,700.43
371,massachusetts,2016-10-13,2016-10-16,3,2016-10-14,41,4,MassINC/WBUR,Live Phone,Likely Voters,502.0,54.0,28.0,82.0,12.0,0,0.6585365853658537,271.08,411.64
373,massachusetts,2016-09-16,2016-10-06,20,2016-09-26,39,0,Ipsos/Reuters,Internet,Likely Voters,904.0,49.0,30.0,79.0,0.0,0,0.620253164556962,442.96,714.16
374,massachusetts,2016-09-24,2016-10-03,9,2016-09-28,39,2,WNEU,Live Phone,Likely Voters,403.0,58.0,26.0,84.0,11.0,0,0.6904761904761905,233.74,338.52
376,massachusetts,2016-09-15,2016-09-20,5,2016-09-17,37,5,UMass Amherst/WBZ-TV/YouGov,Internet,Likely Voters,700.0,47.0,34.0,81.0,15.0,0,0.5802469135802469,329.0,567.0
